text,user_id,external_id,timestamp
Ваш сайт бронирования ужасен! Невозможно купить билет!,user_7310,ext_66,2025-10-24T17:02:40Z
"Пытаюсь забронировать рейс SU117 уже час, сайт не работает!",user_6846,ext_67,2025-10-24T17:02:40Z
Двойное списание при бронировании! Верните деньги!,user_8278,ext_68,2025-10-24T17:02:40Z
"Оплата прошла, но билет не забронирован! Что происходит?!",user_5237,ext_69,2025-10-24T17:02:40Z
"Пытаюсь забронировать рейс SU478 уже час, сайт не работает!",user_3288,ext_70,2025-10-24T17:02:40Z
Не могу забронировать билет на сайте! Система постоянно выдает ошибку!,user_3202,ext_71,2025-10-24T17:02:40Z
Ваш сайт бронирования ужасен! Невозможно купить билет!,user_3379,ext_72,2025-10-24T17:02:40Z
Ваш сайт бронирования ужасен! Невозможно купить билет!,user_1339,ext_73,2025-10-24T17:02:40Z
Система выдает ошибку при выборе мест на рейс SU632!,user_7310,ext_74,2025-10-24T17:02:40Z
"Бронирование сорвалось на последнем этапе. Деньги списаны, билета нет!",user_7897,ext_75,2025-10-24T17:02:40Z
Система выдает ошибку при выборе мест на рейс SU305!,user_2760,ext_76,2025-10-24T17:02:40Z
Ваш сайт бронирования ужасен! Невозможно купить билет!,user_4777,ext_77,2025-10-24T17:02:40Z
Двойное списание при бронировании! Верните деньги!,user_8126,ext_78,2025-10-24T17:02:40Z
"Оплата прошла, но билет не забронирован! Что происходит?!",user_4920,ext_79,2025-10-24T17:02:40Z
Не могу забронировать билет на сайте! Система постоянно выдает ошибку!,user_5507,ext_80,2025-10-24T17:02:40Z
Не могу забронировать билет на сайте! Система постоянно выдает ошибку!,user_4954,ext_81,2025-10-24T17:02:40Z
"Бронирование сорвалось на последнем этапе. Деньги списаны, билета нет!",user_9317,ext_82,2025-10-24T17:02:40Z
"Бронирование сорвалось на последнем этапе. Деньги списаны, билета нет!",user_8482,ext_83,2025-10-24T17:02:40Z
"Бронирование сорвалось на последнем этапе. Деньги списаны, билета нет!",user_5026,ext_84,2025-10-24T17:02:40Z
Система выдает ошибку при выборе мест на рейс SU860!,user_6346,ext_85,2025-10-24T17:02:40Z
"Оплата прошла, но билет не забронирован! Что происходит?!",user_8196,ext_86,2025-10-24T17:02:40Z
Отмена рейса SU688 сорвала все мои планы! Требую компенсацию!,user_5749,ext_87,2025-10-24T17:02:40Z
Узнал об отмене рейса SU452 только в аэропорту! Кошмар!,user_8217,ext_88,2025-10-24T17:02:40Z
Отменили мой рейс за час до вылета! Это безобразие!,user_5269,ext_89,2025-10-24T17:02:40Z
Отменили рейс и не предложили альтернативы! Что делать?!,user_4294,ext_90,2025-10-24T17:02:40Z
Рейс SU261 отменен без предупреждения! Я застряла в аэропорту!,user_2524,ext_91,2025-10-24T17:02:40Z
Рейс SU792 отменен без предупреждения! Я застряла в аэропорту!,user_6595,ext_92,2025-10-24T17:02:40Z
Узнал об отмене рейса SU171 только в аэропорту! Кошмар!,user_7103,ext_93,2025-10-24T17:02:40Z
"Рейс SU465 отменен, компенсацию не предлагают! Как так?!",user_8357,ext_94,2025-10-24T17:02:40Z
Рейс SU922 отменен без предупреждения! Я застряла в аэропорту!,user_7364,ext_95,2025-10-24T17:02:40Z
"Рейс SU919 отменен, компенсацию не предлагают! Как так?!",user_6486,ext_96,2025-10-24T17:02:40Z
Рейс SU924 отменен без предупреждения! Я застряла в аэропорту!,user_4218,ext_97,2025-10-24T17:02:40Z
Третий раз за месяц отменяют рейс! Это неуважение к пассажирам!,user_4515,ext_98,2025-10-24T17:02:40Z
Отмена рейса SU269 сорвала все мои планы! Требую компенсацию!,user_1618,ext_99,2025-10-24T17:02:40Z
Отмена рейса SU463 сорвала все мои планы! Требую компенсацию!,user_7610,ext_100,2025-10-24T17:02:40Z
Третий раз за месяц отменяют рейс! Это неуважение к пассажирам!,user_3224,ext_101,2025-10-24T17:02:40Z
Отмена рейса SU146 сорвала все мои планы! Требую компенсацию!,user_3584,ext_102,2025-10-24T17:02:40Z
Отменили мой рейс за час до вылета! Это безобразие!,user_7443,ext_103,2025-10-24T17:02:40Z
Рейс SU288 отменен без предупреждения! Я застряла в аэропорту!,user_4022,ext_104,2025-10-24T17:02:40Z
"Рейс SU920 отменен, компенсацию не предлагают! Как так?!",user_5343,ext_105,2025-10-24T17:02:40Z
Третий раз за месяц отменяют рейс! Это неуважение к пассажирам!,user_1872,ext_106,2025-10-24T17:02:40Z
Узнал об отмене рейса SU648 только в аэропорту! Кошмар!,user_3807,ext_107,2025-10-24T17:02:40Z
Отменили рейс и не предложили альтернативы! Что делать?!,user_8983,ext_108,2025-10-24T17:02:40Z
Узнал об отмене рейса SU144 только в аэропорту! Кошмар!,user_5339,ext_109,2025-10-24T17:02:40Z
Отменили мой рейс за час до вылета! Это безобразие!,user_2294,ext_110,2025-10-24T17:02:40Z
"Рейс SU320 отменен, компенсацию не предлагают! Как так?!",user_7070,ext_111,2025-10-24T17:02:40Z
"Рейс SU220 отменен, компенсацию не предлагают! Как так?!",user_3639,ext_112,2025-10-24T17:02:40Z
Отмена рейса SU599 сорвала все мои планы! Требую компенсацию!,user_8904,ext_113,2025-10-24T17:02:40Z
Отменили рейс и не предложили альтернативы! Что делать?!,user_4612,ext_114,2025-10-24T17:02:40Z
Третий раз за месяц отменяют рейс! Это неуважение к пассажирам!,user_6292,ext_115,2025-10-24T17:02:40Z
Рейс SU339 отменен без предупреждения! Я застряла в аэропорту!,user_4972,ext_116,2025-10-24T17:02:40Z
"Рейс SU685 отменен, компенсацию не предлагают! Как так?!",user_1041,ext_117,2025-10-24T17:02:40Z
Рейс SU776 отменен без предупреждения! Я застряла в аэропорту!,user_2962,ext_118,2025-10-24T17:02:40Z
Отмена рейса SU518 сорвала все мои планы! Требую компенсацию!,user_1061,ext_119,2025-10-24T17:02:40Z
Рейс SU553 отменен без предупреждения! Я застряла в аэропорту!,user_3967,ext_120,2025-10-24T17:02:40Z
"Рейс SU338 отменен, компенсацию не предлагают! Как так?!",user_9285,ext_121,2025-10-24T17:02:40Z
Рейс SU605 отменен без предупреждения! Я застряла в аэропорту!,user_3218,ext_122,2025-10-24T17:02:40Z
Отмена рейса SU671 сорвала все мои планы! Требую компенсацию!,user_7011,ext_123,2025-10-24T17:02:40Z
Отмена рейса SU669 сорвала все мои планы! Требую компенсацию!,user_8882,ext_124,2025-10-24T17:02:40Z
"Рейс SU104 отменен, компенсацию не предлагают! Как так?!",user_3427,ext_125,2025-10-24T17:02:40Z
Узнал об отмене рейса SU545 только в аэропорту! Кошмар!,user_8425,ext_126,2025-10-24T17:02:40Z
Третий раз за месяц отменяют рейс! Это неуважение к пассажирам!,user_7152,ext_127,2025-10-24T17:02:40Z
Узнал об отмене рейса SU452 только в аэропорту! Кошмар!,user_2629,ext_128,2025-10-24T17:02:40Z
Узнал об отмене рейса SU195 только в аэропорту! Кошмар!,user_8244,ext_129,2025-10-24T17:02:40Z
Рейс SU759 задерживается уже 2 часа! Никакой информации!,user_8992,ext_130,2025-10-24T17:02:40Z
Опаздываю на важную встречу из-за задержки вашего рейса!,user_4677,ext_131,2025-10-24T17:02:40Z
Опаздываю на важную встречу из-за задержки вашего рейса!,user_4315,ext_132,2025-10-24T17:02:40Z
Опаздываю на важную встречу из-за задержки вашего рейса!,user_2181,ext_133,2025-10-24T17:02:40Z
Постоянные задержки рейса SU911! Это норма для вас?!,user_5788,ext_134,2025-10-24T17:02:40Z
Опаздываю на важную встречу из-за задержки вашего рейса!,user_5170,ext_135,2025-10-24T17:02:40Z
Опаздываю на важную встречу из-за задержки вашего рейса!,user_8977,ext_136,2025-10-24T17:02:40Z
Постоянные задержки рейса SU936! Это норма для вас?!,user_1576,ext_137,2025-10-24T17:02:40Z
Рейс SU525 снова задерживают! Это уже постоянная практика!,user_6618,ext_138,2025-10-24T17:02:40Z
Задержка 1 часов без объяснений и компенсации! Безобразие!,user_3169,ext_139,2025-10-24T17:02:40Z
Задержка 1 часов без объяснений и компенсации! Безобразие!,user_5693,ext_140,2025-10-24T17:02:40Z
"Сидим в самолете уже час, вылет откладывают! Что происходит?!",user_6143,ext_141,2025-10-24T17:02:40Z
Опаздываю на важную встречу из-за задержки вашего рейса!,user_5493,ext_142,2025-10-24T17:02:40Z
Постоянные задержки рейса SU516! Это норма для вас?!,user_3176,ext_143,2025-10-24T17:02:40Z
Задержка на 8 часа испортила все планы!,user_6073,ext_144,2025-10-24T17:02:40Z
"Сидим в самолете уже час, вылет откладывают! Что происходит?!",user_5819,ext_145,2025-10-24T17:02:40Z
Рейс SU665 снова задерживают! Это уже постоянная практика!,user_5254,ext_146,2025-10-24T17:02:40Z
Постоянные задержки рейса SU475! Это норма для вас?!,user_7272,ext_147,2025-10-24T17:02:40Z
Рейс SU616 снова задерживают! Это уже постоянная практика!,user_9531,ext_148,2025-10-24T17:02:40Z
Постоянные задержки рейса SU287! Это норма для вас?!,user_5469,ext_149,2025-10-24T17:02:40Z
Задержка на 2 часа испортила все планы!,user_4816,ext_150,2025-10-24T17:02:40Z
Задержка 7 часов без объяснений и компенсации! Безобразие!,user_6836,ext_151,2025-10-24T17:02:40Z
"Сидим в самолете уже час, вылет откладывают! Что происходит?!",user_3848,ext_152,2025-10-24T17:02:40Z
Рейс SU650 снова задерживают! Это уже постоянная практика!,user_1727,ext_153,2025-10-24T17:02:40Z
Опаздываю на важную встречу из-за задержки вашего рейса!,user_1035,ext_154,2025-10-24T17:02:40Z
Постоянные задержки рейса SU231! Это норма для вас?!,user_8827,ext_155,2025-10-24T17:02:40Z
"Сидим в самолете уже час, вылет откладывают! Что происходит?!",user_1436,ext_156,2025-10-24T17:02:40Z
Рейс SU607 снова задерживают! Это уже постоянная практика!,user_1245,ext_157,2025-10-24T17:02:40Z
Постоянные задержки рейса SU202! Это норма для вас?!,user_5470,ext_158,2025-10-24T17:02:40Z
Рейс SU501 задерживается уже 6 часа! Никакой информации!,user_6056,ext_159,2025-10-24T17:02:40Z
Задержка 5 часов без объяснений и компенсации! Безобразие!,user_4641,ext_160,2025-10-24T17:02:40Z
Задержка 1 часов без объяснений и компенсации! Безобразие!,user_5499,ext_161,2025-10-24T17:02:40Z
Рейс SU795 задерживается уже 3 часа! Никакой информации!,user_7587,ext_162,2025-10-24T17:02:40Z
Рейс SU898 задерживается уже 10 часа! Никакой информации!,user_4338,ext_163,2025-10-24T17:02:40Z
Рейс SU468 задерживается уже 6 часа! Никакой информации!,user_5370,ext_164,2025-10-24T17:02:40Z
Опаздываю на важную встречу из-за задержки вашего рейса!,user_3641,ext_165,2025-10-24T17:02:40Z
Задержка на 10 часа испортила все планы!,user_9143,ext_166,2025-10-24T17:02:40Z
"Сидим в самолете уже час, вылет откладывают! Что происходит?!",user_6193,ext_167,2025-10-24T17:02:40Z
Опаздываю на важную встречу из-за задержки вашего рейса!,user_5842,ext_168,2025-10-24T17:02:40Z
Задержка на 3 часа испортила все планы!,user_9663,ext_169,2025-10-24T17:02:40Z
"Сидим в самолете уже час, вылет откладывают! Что происходит?!",user_5133,ext_170,2025-10-24T17:02:40Z
Рейс SU482 снова задерживают! Это уже постоянная практика!,user_4052,ext_171,2025-10-24T17:02:40Z
Рейс SU475 задерживается уже 1 часа! Никакой информации!,user_2000,ext_172,2025-10-24T17:02:40Z
Требую немедленного возврата средств за отмененный рейс SU816!,user_3554,ext_173,2025-10-24T17:02:40Z
"Отменила рейс SU556, а возврат не приходит! Это мошенничество!",user_8654,ext_174,2025-10-24T17:02:40Z
"Возврат обещали за 9 дней, прошел месяц - денег нет!",user_9239,ext_175,2025-10-24T17:02:40Z
Возврат оформили частично! Где остальные деньги?!,user_9381,ext_176,2025-10-24T17:02:40Z
Требую немедленного возврата средств за отмененный рейс SU848!,user_8413,ext_177,2025-10-24T17:02:40Z
Жду возврат уже 1 дней! Когда вернете деньги?!,user_6950,ext_178,2025-10-24T17:02:40Z
Требую немедленного возврата средств за отмененный рейс SU284!,user_3825,ext_179,2025-10-24T17:02:40Z
Возврат оформили частично! Где остальные деньги?!,user_5389,ext_180,2025-10-24T17:02:40Z
Невозможно вернуть деньги за билет! Ваша служба поддержки не отвечает!,user_7269,ext_181,2025-10-24T17:02:40Z
Невозможно вернуть деньги за билет! Ваша служба поддержки не отвечает!,user_6058,ext_182,2025-10-24T17:02:40Z
Жду возврат денег за билет уже 3 дней! Где мои деньги?!,user_1172,ext_183,2025-10-24T17:02:40Z
"Отменила рейс SU359, а возврат не приходит! Это мошенничество!",user_7323,ext_184,2025-10-24T17:02:40Z
Возврат оформили частично! Где остальные деньги?!,user_2008,ext_185,2025-10-24T17:02:40Z
Жду возврат денег за билет уже 3 дней! Где мои деньги?!,user_2737,ext_186,2025-10-24T17:02:40Z
Невозможно вернуть деньги за билет! Ваша служба поддержки не отвечает!,user_9766,ext_187,2025-10-24T17:02:40Z
Требую немедленного возврата средств за отмененный рейс SU466!,user_2327,ext_188,2025-10-24T17:02:40Z
"Отменила рейс SU299, а возврат не приходит! Это мошенничество!",user_9871,ext_189,2025-10-24T17:02:40Z
Жду возврат уже 5 дней! Когда вернете деньги?!,user_1900,ext_190,2025-10-24T17:02:40Z
Жду возврат денег за билет уже 12 дней! Где мои деньги?!,user_2924,ext_191,2025-10-24T17:02:40Z
Жду возврат денег за билет уже 14 дней! Где мои деньги?!,user_9753,ext_192,2025-10-24T17:02:40Z
Возврат оформили частично! Где остальные деньги?!,user_1284,ext_193,2025-10-24T17:02:40Z
Требую немедленного возврата средств за отмененный рейс SU731!,user_5316,ext_194,2025-10-24T17:02:40Z
Невозможно вернуть деньги за билет! Ваша служба поддержки не отвечает!,user_7233,ext_195,2025-10-24T17:02:40Z
Жду возврат денег за билет уже 9 дней! Где мои деньги?!,user_5695,ext_196,2025-10-24T17:02:40Z
"Возврат обещали за 3 дней, прошел месяц - денег нет!",user_6605,ext_197,2025-10-24T17:02:40Z
"Возврат обещали за 11 дней, прошел месяц - денег нет!",user_8077,ext_198,2025-10-24T17:02:40Z
"Отменила рейс SU745, а возврат не приходит! Это мошенничество!",user_9754,ext_199,2025-10-24T17:02:40Z
Невозможно вернуть деньги за билет! Ваша служба поддержки не отвечает!,user_9958,ext_200,2025-10-24T17:02:40Z
"Возврат обещали за 6 дней, прошел месяц - денег нет!",user_4562,ext_201,2025-10-24T17:02:40Z
Жду возврат денег за билет уже 5 дней! Где мои деньги?!,user_5411,ext_202,2025-10-24T17:02:40Z
Жду возврат денег за билет уже 5 дней! Где мои деньги?!,user_9075,ext_203,2025-10-24T17:02:40Z
"Возврат обещали за 5 дней, прошел месяц - денег нет!",user_3000,ext_204,2025-10-24T17:02:40Z
Жду возврат денег за билет уже 14 дней! Где мои деньги?!,user_8279,ext_205,2025-10-24T17:02:40Z
"Возврат обещали за 6 дней, прошел месяц - денег нет!",user_2167,ext_206,2025-10-24T17:02:40Z
Возврат оформили частично! Где остальные деньги?!,user_5266,ext_207,2025-10-24T17:02:40Z
Жду возврат уже 8 дней! Когда вернете деньги?!,user_9546,ext_208,2025-10-24T17:02:40Z
Жду возврат уже 5 дней! Когда вернете деньги?!,user_2982,ext_209,2025-10-24T17:02:40Z
"Отменила рейс SU775, а возврат не приходит! Это мошенничество!",user_9905,ext_210,2025-10-24T17:02:40Z
Жду возврат уже 9 дней! Когда вернете деньги?!,user_9227,ext_211,2025-10-24T17:02:40Z
Невозможно вернуть деньги за билет! Ваша служба поддержки не отвечает!,user_1567,ext_212,2025-10-24T17:02:40Z
"Возврат обещали за 12 дней, прошел месяц - денег нет!",user_5373,ext_213,2025-10-24T17:02:40Z
Жду возврат денег за билет уже 14 дней! Где мои деньги?!,user_7493,ext_214,2025-10-24T17:02:40Z
Стюардессы хамили пассажирам на рейсе SU507. Неприемлемо!,user_2275,ext_215,2025-10-24T17:02:40Z
Стюардессы хамили пассажирам на рейсе SU779. Неприемлемо!,user_8495,ext_216,2025-10-24T17:02:40Z
Грубое обслуживание на борту! Стюардессы игнорировали пассажиров!,user_8438,ext_217,2025-10-24T17:02:40Z
Не было еды на рейсе длительностью 2 часов! Это безобразие!,user_5162,ext_218,2025-10-24T17:02:40Z
Кондиционер не работал весь полет! Температура была невыносимой!,user_9543,ext_219,2025-10-24T17:02:40Z
Стюардессы хамили пассажирам на рейсе SU658. Неприемлемо!,user_4887,ext_220,2025-10-24T17:02:40Z
Кондиционер не работал весь полет! Температура была невыносимой!,user_8396,ext_221,2025-10-24T17:02:40Z
Обслуживание на рейсе SU730 отвратительное! Грубый персонал!,user_2905,ext_222,2025-10-24T17:02:40Z
Не было еды на рейсе длительностью 7 часов! Это безобразие!,user_5393,ext_223,2025-10-24T17:02:40Z
Холодная еда на рейсе SU927! Отвратительно!,user_4233,ext_224,2025-10-24T17:02:40Z
Не было еды на рейсе длительностью 1 часов! Это безобразие!,user_9812,ext_225,2025-10-24T17:02:40Z
Кондиционер не работал весь полет! Температура была невыносимой!,user_9351,ext_226,2025-10-24T17:02:40Z
Грубое обслуживание на борту! Стюардессы игнорировали пассажиров!,user_5280,ext_227,2025-10-24T17:02:40Z
Кондиционер не работал весь полет! Температура была невыносимой!,user_2242,ext_228,2025-10-24T17:02:40Z
Кондиционер не работал весь полет! Температура была невыносимой!,user_9286,ext_229,2025-10-24T17:02:40Z
Холодная еда на рейсе SU694! Отвратительно!,user_8133,ext_230,2025-10-24T17:02:40Z
Холодная еда на рейсе SU314! Отвратительно!,user_1260,ext_231,2025-10-24T17:02:40Z
Стюардессы хамили пассажирам на рейсе SU987. Неприемлемо!,user_1395,ext_232,2025-10-24T17:02:40Z
Грубое обслуживание на борту! Стюардессы игнорировали пассажиров!,user_1806,ext_233,2025-10-24T17:02:40Z
Стюардессы хамили пассажирам на рейсе SU363. Неприемлемо!,user_8654,ext_234,2025-10-24T17:02:40Z
Обслуживание на рейсе SU313 отвратительное! Грубый персонал!,user_2086,ext_235,2025-10-24T17:02:40Z
Обслуживание на рейсе SU132 отвратительное! Грубый персонал!,user_8996,ext_236,2025-10-24T17:02:40Z
Не было еды на рейсе длительностью 8 часов! Это безобразие!,user_5700,ext_237,2025-10-24T17:02:40Z
Стюардессы хамили пассажирам на рейсе SU929. Неприемлемо!,user_7563,ext_238,2025-10-24T17:02:40Z
Ужасное питание на борту рейса SU858. Несвежие продукты!,user_4210,ext_239,2025-10-24T17:02:40Z
Грубое обслуживание на борту! Стюардессы игнорировали пассажиров!,user_7599,ext_240,2025-10-24T17:02:40Z
Стюардессы хамили пассажирам на рейсе SU287. Неприемлемо!,user_9069,ext_241,2025-10-24T17:02:40Z
Стюардессы хамили пассажирам на рейсе SU333. Неприемлемо!,user_2106,ext_242,2025-10-24T17:02:40Z
Холодная еда на рейсе SU159! Отвратительно!,user_1671,ext_243,2025-10-24T17:02:40Z
Не было еды на рейсе длительностью 2 часов! Это безобразие!,user_7196,ext_244,2025-10-24T17:02:40Z
Не было еды на рейсе длительностью 1 часов! Это безобразие!,user_6135,ext_245,2025-10-24T17:02:40Z
Холодная еда на рейсе SU555! Отвратительно!,user_8275,ext_246,2025-10-24T17:02:40Z
Стюардессы хамили пассажирам на рейсе SU106. Неприемлемо!,user_3668,ext_247,2025-10-24T17:02:40Z
Стюардессы хамили пассажирам на рейсе SU530. Неприемлемо!,user_2378,ext_248,2025-10-24T17:02:40Z
Грубое обслуживание на борту! Стюардессы игнорировали пассажиров!,user_1676,ext_249,2025-10-24T17:02:40Z
Ужасное питание на борту рейса SU274. Несвежие продукты!,user_3691,ext_250,2025-10-24T17:02:40Z
Стюардессы хамили пассажирам на рейсе SU476. Неприемлемо!,user_3438,ext_251,2025-10-24T17:02:40Z
Кондиционер не работал весь полет! Температура была невыносимой!,user_9690,ext_252,2025-10-24T17:02:40Z
Кондиционер не работал весь полет! Температура была невыносимой!,user_2710,ext_253,2025-10-24T17:02:40Z
Грубое обслуживание на борту! Стюардессы игнорировали пассажиров!,user_8976,ext_254,2025-10-24T17:02:40Z
Холодная еда на рейсе SU904! Отвратительно!,user_9065,ext_255,2025-10-24T17:02:40Z
Стюардессы хамили пассажирам на рейсе SU581. Неприемлемо!,user_3307,ext_256,2025-10-24T17:02:40Z
Онлайн-регистрация недоступна для рейса SU968! Почему?!,user_6668,ext_257,2025-10-24T17:02:40Z
Кошмарная организация регистрации! Пропустил рейс из-за очереди!,user_6812,ext_258,2025-10-24T17:02:40Z
